Tweets,hash,Score
 rt espanol 🇺🇸 el aspirante demócrata la casablanca joe biden acusó trump de transformar eeuu en un campo de batalla h…,"casablanca,biden,trump,eeuu",0
 rt 🤬 ¡a la mierda el estado policial! 🤬 trump vas pagar blacklivesmatter anonymous georgefloydwasmurdered https …,"trump,blacklivesmatter,anonymous,georgefloydwasmurdered",-1
 rt he didnt do anything they were peacefully protesting wtf blacklivesmatter trumpdictatorship,"blacklivesmatter,trumpdictatorship",-1
 jsjsjsjkssk no se que opinar ¿que dicen ustedes sobre esto anonymousvsconvoy anonymousvsconvoy blacklivesmatter…,"anonymousvsconvoy,anonymousvsconvoy,blacklivesmatter",-1
 these started protests now violent acts trump trump2020 maga americafirst draintheswamp…,"trump,trump2020,maga,americafirst,draintheswamp",-1
 rt this child someone's little girl 😭 blacklivesmatter trumpdictatorship racialequality,"blacklivesmatter,trumpdictatorship,racialequality",-1
 rt would shame folks “blacked out” maga trump2020 alllivesmatter hashtags posts related black l…,"maga,trump2020,alllivesmatter",-1
 acab stan trolli armedforces serveandprotect maga policefamily armedforcesday nra secondamendment…,"armedforces,serveandprotect,maga,policefamily,armedforcesday,nra,secondamendment",0
 rt former blacklivesmatter ferguson organizer chaziel sunz message america your played antifaterrori…,blacklivesmatter,-1
 rt bullshit!!!! blacklivesmatter justiceforgeorge trumpdictatorship,"blacklivesmatter,justiceforgeorge,trumpdictatorship",-1
 rt can anyone explain malarkey joe 40 years office maga tcot kag,"maga,tcot,kag",0
 save soul maga,maga,1
 trumpdictatorship blacklivesmatter trump t yrannical r epublican u sing m ilitary p ower,"trumpdictatorship,blacklivesmatter",-1
 rt silentmajority maga wwg1wga,"silentmajority,maga,wwg1wga",0
 why people using hashtags stuff totally unrelated it’s silencing real voices!!!! kaga maga…,"kaga,maga",-1
 wwg1wga wwg1wgaworldwide maga silent majority anon,"wwg1wga,wwg1wgaworldwide,maga,anon",0
 rt u s police erupt violence nationwide icantbreathe georgefloyd blacklivesmatter trumpdictatorship civilwar h…,"icantbreathe,georgefloyd,blacklivesmatter,trumpdictatorship,civilwar",-1
 rt use hashtags like maga and alllivesmatters instead block out their channels instead of our own,"maga,alllivesmatters",-1
 maga,maga,0
 doublestandards whoworksforwho wearebeingplayed theydistractus wakeup freethinker kag maga illinois,"doublestandards,whoworksforwho,wearebeingplayed,theydistractus,wakeup,freethinker,kag,maga,illinois",1
 rt silentmajority maga wwg1wga,"silentmajority,maga,wwg1wga",0
 rt silentmajority maga wwg1wga,"silentmajority,maga,wwg1wga",0
 rt it’s missioncritical elect 2020 maga empowered congress amp starts gop primaries! we’re july7…,"missioncritical,maga",0
 rt you know not justice georgefloyd brother calls violent protest stop maga 🔁retweet ➡️l…,"georgefloyd,maga",-1
 rt blm and antifa reportedly release ‘demand lists’ to u s government amid widespread violent riots blacklivesmatter anti…,blacklivesmatter,-1
 rt u s police erupt violence nationwide icantbreathe georgefloyd blacklivesmatter trumpdictatorship civilwar h…,"icantbreathe,georgefloyd,blacklivesmatter,trumpdictatorship,civilwar",-1
 rt would shame folks “blacked out” maga trump2020 alllivesmatter hashtags posts related black l…,"maga,trump2020,alllivesmatter",-1
 bluelivesmatter lawenforcementmatters nra draintheswamp blueline maga communitypolicing buildthewall…,"bluelivesmatter,lawenforcementmatters,nra,draintheswamp,blueline,maga,communitypolicing,buildthewall",0
 por que mrd trump no esta en la cárcel trumpout2020 trump anonymousvsconvoy covid blacklivesmatter racismo…,"trumpout2020,trump,anonymousvsconvoy,covid,blacklivesmatter,racismo",-1
 rt próximamente el pueblo norteamericano tendrá que elegir uno de los dos sádicos trump joebiden esa es la democracia de e…,"trump,joebiden",0
 rt thanks patriot followers helping reach 30k! we’re together! let’s continue maga wi…,"patriot,maga",1
 rt please don't retweet we would not want maga evangelicals see yet,maga,1
 strengththroughpeace maga peace,"strengththroughpeace,maga",1
 rt this child someone's little girl 😭 blacklivesmatter trumpdictatorship racialequality,"blacklivesmatter,trumpdictatorship,racialequality",-1
 rt heads swivel maga,maga,0
 rt silentmajority maga wwg1wga,"silentmajority,maga,wwg1wga",0
 rt hey giving free baitbricks maga qanon wwg1wga greatawakening,"baitbricks,maga,qanon,wwg1wga,greatawakening",1
 this is disgusting people like this shouldnt even exist policebrutality blacklivesmatter votehimout…,"policebrutality,blacklivesmatter,votehimout",-1
 rt silentmajority maga wwg1wga,"silentmajority,maga,wwg1wga",0
 rt use hashtags like maga and alllivesmatters instead block out their channels instead of our own,"maga,alllivesmatters",-1
 your admin not nobody likes trump blacklivesmatter dictatortrump washington,"trump,blacklivesmatter,dictatortrump,washington",-1
 trump puts dic dictator blacklivesmatter coronavirus riot2020 trumpdictatorship trumpresignnow trumpdeathtoll100k,"blacklivesmatter,coronavirus,riot2020,trumpdictatorship,trumpresignnow,trumpdeathtoll100k",-1
 deepstateexposed maga trump2020victorynowmorethanever,"deepstateexposed,maga,trump2020victorynowmorethanever",0
 rt today president trump sign executive order religious freedom maga,maga,1
 rt fill these racist with fcs serveandprotect maga policefamily armedforcesday nra secondamendment debutysherrif kag…,"serveandprotect,maga,policefamily,armedforcesday,nra,secondamendment,debutysherrif,kag",-1
 maga,maga,0
 youaintblack joe flyd family honor george pathetic political stunt these protests no longer leg…,youaintblack,-1
 rt silentmajority maga wwg1wga,"silentmajority,maga,wwg1wga",0
 find 1 maga supporter riots left attacking no doesn't piss off…,maga,-1
 rt use hashtags like maga and alllivesmatters instead block out their channels instead of our own,"maga,alllivesmatters",-1
 rt silentmajority maga wwg1wga,"silentmajority,maga,wwg1wga",0
 oh please maga trash posts fake stuff 24 7,maga,-1
 is saying rioting not happened minnesota but orange man bad maga,maga,-1
 silentmajority maga wwg1wga,"silentmajority,maga,wwg1wga",0
 “ don’t believe every single thing fake news liberal media tells ain’t stupid ” biden2020 youaintblack,"biden2020,youaintblack",1
 “ don’t believe every single thing fake news liberal media tells ain’t stupid ” biden2020 youaintblack,"biden2020,youaintblack",1
 rt he didnt do anything they were peacefully protesting wtf blacklivesmatter trumpdictatorship,"blacklivesmatter,trumpdictatorship",-1
 rt yes thank well know no one going blacklivesmatter…,blacklivesmatter,-1
 rt maga,maga,0
 stay woke👀 media manipulating everything! don't trust news! blacklivesmatter policebrutalityke…,"blacklivesmatter,policebrutalityke",-1
 best yet come! maga wwg1wga,"maga,wwg1wga",1
 silentmajority maga wwg1wga,"silentmajority,maga,wwg1wga",0
 rt would shame folks “blacked out” maga trump2020 alllivesmatter hashtags posts related black l…,"maga,trump2020,alllivesmatter",-1
 do not mess usa god almighty protected supportourmilitary maga realdonaldtrump,"usa,supportourmilitary,maga,realdonaldtrump",1
 hillary you two time presidential nominee loser donald trump president! let sink maga,maga,-1
 then put maga hat shirt let rioters,maga,0
 remember blacklivesmatter trumpdictatorship,"blacklivesmatter,trumpdictatorship",-1
 rt silentmajority maga wwg1wga,"silentmajority,maga,wwg1wga",0
 rt this child someone's little girl 😭 blacklivesmatter trumpdictatorship racialequality,"blacklivesmatter,trumpdictatorship,racialequality",-1
 rt would shame folks “blacked out” maga trump2020 alllivesmatter hashtags posts related black l…,"maga,trump2020,alllivesmatter",-1
 rt he didnt do anything they were peacefully protesting wtf blacklivesmatter trumpdictatorship,"blacklivesmatter,trumpdictatorship",-1
 rt clochettes 🙏🙏🙏 thank weimar endthefed qanon greatawakening covid 19 endlockdown maga,"weimar,endthefed,qanon,greatawakening,covid__19,endlockdown,maga",1
 personification maga,maga,0
 rt policeman donates bottles water protesters blackouttuesday blacklivesmatter trump anomymous unpredictable…,"blackouttuesday,blacklivesmatter,trump,anomymous",-1
 rt silentmajority maga wwg1wga,"silentmajority,maga,wwg1wga",0
 maga,maga,0
 rt lots good face shots should make easier prosecutions had enough yet maga tcot kag,"maga,tcot,kag",1
 rt 🚨⬇️ you know what to do maga,maga,0
 rt trumpdictatorship kag maga,"trumpdictatorship,kag,maga",0
 rt these not gaffes can’t stop saying racist things! his youaintblack comment latest …,youaintblack,-1
 rt bin si donald trump leyera la biblia en lugar de agitarla dice joe biden por el comportamiento actual del loco…,"bin,trump,biden",0
 rt silentmajority maga wwg1wga,"silentmajority,maga,wwg1wga",0
 rt tomorrow's cartoon trump racism georgefloyd icantbreathe blacklivesmatter trumpbible …,"trump,racism,georgefloyd,icantbreathe,blacklivesmatter,trumpbible",-1
 bad reporter loves the blacks' donaldtrump maga praisecircle georgefloyd,"donaldtrump,maga,praisecircle,georgefloyd",1
 rt information regarding rubber bullets police using against protesters blacklivesmatter trumpdictato…,blacklivesmatter,-1
 rt would shame folks “blacked out” maga trump2020 alllivesmatter hashtags posts related black l…,"maga,trump2020,alllivesmatter",-1
 rt well tweet aged well i guess it’s time retweet sh trumpdictatorship blacklivesmatter,"trumpdictatorship,blacklivesmatter",-1
 rt maga qanon wwg1wga walkaway wethepeople,"maga,qanon,wwg1wga,walkaway,wethepeople",0
 rt a thread racists whites favorite hashtags occupy space maga maga2020 bluelivesmatter alllivesmatt…,"maga,maga2020,bluelivesmatter",-1
 rt would shame folks “blacked out” maga trump2020 alllivesmatter hashtags posts related black l…,"maga,trump2020,alllivesmatter",-1
 why people still facebook i dropped shit 5 years ago i dont miss at all!!! maga,maga,-1
 rt the symbol oppression division! blacklivesmatter trumpdictatorship trumpincitesviolenc…,"blacklivesmatter,trumpdictatorship",-1
 rt silentmajority maga wwg1wga,"silentmajority,maga,wwg1wga",0
 rt cnn abc cbs nbcnews deepstate maga trump2020 qanon kag kag2020 fox foxbusiness biden2020 obamag…,"cnn,abc,cbs,nbcnews,deepstate,maga,trump2020,qanon,kag,kag2020,fox,foxbusiness,biden2020",1
 rt cnn abc cbs nbcnews deepstate maga trump2020 qanon kag kag2020 fox foxbusiness biden2020 obamag…,"cnn,abc,cbs,nbcnews,deepstate,maga,trump2020,qanon,kag,kag2020,fox,foxbusiness,biden2020",1
 rt maga protests2020 trumpincitesviolence georgefloydprotest,"maga,protests2020,trumpincitesviolence,georgefloydprotest",0
 trump’s guitar pedal! guitar republicansagainsttrump maga,"guitar,republicansagainsttrump,maga",0
 rt próximamente el pueblo norteamericano tendrá que elegir uno de los dos sádicos trump joebiden esa es la democracia de e…,"trump,joebiden",0
 “you really think people are “not “ payattention maga yaducks🦆🤫,"payattention,maga,yaducks",0
 rt abogado analiza caso george floyd través de blacklivesmatter georgefloy georgefloydw…,"blacklivesmatter,georgefloy",-1
 rt maga qanon wwg1wga walkaway wethepeople,"maga,qanon,wwg1wga,walkaway,wethepeople",0
 cowardinchief blacklivesmatter trumpsamerikkka trumpout2020 trumpdictatorship biden2020,"cowardinchief,blacklivesmatter,trumpsamerikkka,trumpout2020,trumpdictatorship,biden2020",-1
 cowardinchief blacklivesmatter trumpsamerikkka trumpout2020 trumpdictatorship biden2020,"cowardinchief,blacklivesmatter,trumpsamerikkka,trumpout2020,trumpdictatorship,biden2020",-1
 blacklivesmatter trump blackouttuesday لا فرق بين أبيض وأسود إلا بالتقوى” “there no difference between…,"blacklivesmatter,trump,blackouttuesday",-1
 rt former blacklivesmatter ferguson organizer chaziel sunz message america your played antifaterrori…,blacklivesmatter,-1
 this america have shame blacklivesmatter trumpdictatorship,"blacklivesmatter,trumpdictatorship",-1
 ¿porqué mrd trump no está en la cárcel trumpout2020 trump anonymousvsconvoy covid blacklivesmatter racismo…,"trumpout2020,trump,anonymousvsconvoy,covid,blacklivesmatter,racismo",-1
 rt 🌷خیلی ها ممکنه ندونن معنی maga رو 😍این کلمه خلاصه شده جمله make america great again هست در اصل iraniansstandwi…,maga,1
 rt 1992 eeuu 🇺🇸 dos palabras ⚠️ racismo total ⚠️ blacklivesmatter trumpout2020 plomo19 tuiterosactivosnicaragua redfsln…,"eeuu,blacklivesmatter,trumpout2020,plomo19,tuiterosactivosnicaragua,redfsln",-1
 potus potus45 potus2020 donaldtrump trump maga maga2020,"potus,potus45,potus2020,donaldtrump,trump,maga,maga2020",0
 rt i feel like it’d better blackout maga instead blm,"maga,blm",1
 rt espanol 🇺🇸 el aspirante demócrata la casablanca joe biden acusó trump de transformar eeuu en un campo de batalla h…,"casablanca,biden,trump,eeuu",0
 isupportyou trumpout2020 maga,"isupportyou,trumpout2020,maga",0
 rt blacklivesmatter trumpdictatorship trumphasnoplan civilwardeclaredbytrump,"blacklivesmatter,trumpdictatorship,trumphasnoplan,civilwardeclaredbytrump",-1
 rt would shame folks “blacked out” maga trump2020 alllivesmatter hashtags posts related black l…,"maga,trump2020,alllivesmatter",-1
 rt please wear masks exercising first amendment rights today! blacklivesmatter ndlb2020 trumpdictatorship …,"blacklivesmatter,ndlb2020,trumpdictatorship",-1
 youaintblack unless cap bunch people knees!,youaintblack,-1
 rt lots good face shots should make easier prosecutions had enough yet maga tcot kag,"maga,tcot,kag",1
 hi maga assholes long time hey quick question really think aka thecowardinchief would…,"maga,thecowardinchief",-1
 maga alllivesmatters trump,"maga,alllivesmatters,trump",0
 rt everyone pls come show support wendys! maga,maga,1
 trump critica la dictadura chavista de maduro cuando el es lo mismo blacklivesmatter alllivematter,"trump,chavista,blacklivesmatter,alllivematter",-1
 trump gop maga election2020 voteblue2020 rememberinnovember,"trump,gop,maga,election2020,voteblue2020,rememberinnovember",0
 rt silentmajority maga wwg1wga,"silentmajority,maga,wwg1wga",0
 rt democrat well said!! maga,maga,1
 blacklivesmatter anonymus anonymous icantbreath georgefloyd…,"blacklivesmatter,anonymus,anonymous,icantbreath,georgefloyd",-1
 rt silentmajority maga wwg1wga,"silentmajority,maga,wwg1wga",0
 rt would shame folks “blacked out” maga trump2020 alllivesmatter hashtags posts related black l…,"maga,trump2020,alllivesmatter",-1
 rt il razzismo non nasce viene insegnato blacklivesmatter antifaterrorist trump,"razzismo,insegnato,blacklivesmatter,antifaterrorist,trump",-1
 we need strong president like fight anti fascism maga,maga,1
 blackouttuesday maga keepamericagreat coffee,"blackouttuesday,maga,keepamericagreat,coffee",0
 maga silentmajority wwg1wga,"maga,silentmajority,wwg1wga",0
 rt he didnt do anything they were peacefully protesting wtf blacklivesmatter trumpdictatorship,"blacklivesmatter,trumpdictatorship",-1
 nothing like good ole peaceful democrat protest ahhhhhhh arresttheseanimals maga,"arresttheseanimals,maga",-1
 maga bluelivesmatter alllivesmatter calminkirkland,"maga,bluelivesmatter,alllivesmatter,calminkirkland",0
 organizedcrime terrorists maga trump2020victorynowmorethanever,"organizedcrime,terrorists,maga,trump2020victorynowmorethanever",-1
 maga bluelivesmatter womenfortrump trump2020 kag blueline buildthewall armedforces thinblueline…,"maga,bluelivesmatter,womenfortrump,trump2020,kag,blueline,buildthewall,armedforces,thinblueline",0
 dear billionaire fuck you‼️ maga deplorables,"maga,deplorables",-1
 maga bluelivesmatter alllivesmatter trump2020,"maga,bluelivesmatter,alllivesmatter,trump2020",0
 trumpout2020 blacklivesmatter resist europe trump,"trumpout2020,blacklivesmatter,resist,europe,trump",-1
 that’s “vicious dog” trump proud of! blacklivesmatter policebrutality policeviolence trumpout2020…,"blacklivesmatter,policebrutality,policeviolence,trumpout2020",-1
 rt silentmajority maga wwg1wga,"silentmajority,maga,wwg1wga",0
 you know nothing john snow blacklivesmatter channel4news blackvoicesfortrump,"blacklivesmatter,channel4news,blackvoicesfortrump",-1
 trudeau pauses 21 seconds addressing question trump's response protesters blacklivesmatter,"trudeau,trump,protesters,blacklivesmatter",-1
 democratscantgovern dropoutbiden youaintblack,"democratscantgovern,dropoutbiden,youaintblack",-1
 kag nycriots trump maga you fuckin girl man idiot deblasio how much more can nyc lose …,"kag,nycriots,trump,maga,deblasio,nyc",-1
 rt he didnt do anything they were peacefully protesting wtf blacklivesmatter trumpdictatorship,"blacklivesmatter,trumpdictatorship",-1
 rt would shame folks “blacked out” maga trump2020 alllivesmatter hashtags posts related black l…,"maga,trump2020,alllivesmatter",-1
 rt you officially invited 2 join themighty200 maga battle group today❗️ follow thread w 2 find who we are…,"themighty200,maga",-1
 rt silentmajority maga wwg1wga,"silentmajority,maga,wwg1wga",0
 blacklivesmatter trump riots2020 georgefloyd georgefloydprotests socialjustice lawandorder…,"blacklivesmatter,trump,riots2020,georgefloyd,georgefloydprotests,socialjustice,lawandorder",-1
 armedforces serveandprotect maga policefamily armedforcesday nra secondamendment debutysherrif kag…,"armedforces,serveandprotect,maga,policefamily,armedforcesday,nra,secondamendment,debutysherrif,kag",0
 silentmajority maga wwg1wga,"silentmajority,maga,wwg1wga",0
 silentmajority trump2020landslide maga,"silentmajority,trump2020landslide,maga",0
 rt can anyone explain malarkey joe 40 years office maga tcot kag,"maga,tcot,kag",0
 need maga innovation not obamagate destruction 🇺🇸 united states,"maga,obamagate",1
 savenyc soon us wake see maga not enemy i hid…,"savenyc,maga",1
 bunnyay i love man maga🇺🇲,maga,1
 rt u s police erupt violence nationwide icantbreathe georgefloyd blacklivesmatter trumpdictatorship civilwar h…,"icantbreathe,georgefloyd,blacklivesmatter,trumpdictatorship,civilwar",-1
 maga trump2020 trump nra serveandprotect armedforces bluelivesmatter kag kag2020 blueline…,"maga,trump2020,trump,nra,serveandprotect,armedforces,bluelivesmatter,kag,kag2020,blueline",0
 by chance president blacklivesmatter trumpout2020,"blacklivesmatter,trumpout2020",-1
 got em! maga,maga,0
 use hashtags spam algorithm occupy space maga maga2020 bluelivesmatter alllivesmatter…,"maga,maga2020,bluelivesmatter,alllivesmatter",-1
 rt use hashtags like maga and alllivesmatters instead block out their channels instead of our own,"maga,alllivesmatters",-1
 rt need maga innovation not obamagate destruction 🇺🇸 united states,"maga,obamagate",1
 maga,maga,0
 rt silentmajority maga wwg1wga,"silentmajority,maga,wwg1wga",0
 hey maga kag don't ever equate trump anything remotely viewed religious,"maga,kag",0
 rt lots good face shots should make easier prosecutions had enough yet maga tcot kag,"maga,tcot,kag",1
 rt please don't retweet we would not want maga evangelicals see yet total…,maga,1
 oh shame fandom armies got tags oops maga bluelivesmatter womenfortrump trump2020 kag…,"maga,bluelivesmatter,womenfortrump,trump2020,kag",-1
 rt the best is yet to come! maga 4moreyears wwg1wga,"maga,4moreyears,wwg1wga",1
 fuck cheeto dust oompa loompa body ass bitch blacklivesmatter trumpdictatorship trumpincitesviolence…,"blacklivesmatter,trumpdictatorship,trumpincitesviolence",-1
 lol maga,maga,1
 rt anybody calls trump supporter don't like joebiden stupid deserve attention,"trump,joebiden",1
 never forget maga,maga,1
 she isnt testifying today hearing see and yes sept 9th testify maga,maga,1
 rt the best is yet to come! maga 4moreyears wwg1wga,"maga,4moreyears,wwg1wga",1
 rt lots good face shots should make easier prosecutions had enough yet maga tcot kag,"maga,tcot,kag",1
 rt 🤬 ¡a la mierda el estado policial! 🤬 trump vas pagar blacklivesmatter anonymous georgefloydwasmurdered https …,"trump,blacklivesmatter,anonymous,georgefloydwasmurdered",-1
 rt would shame folks “blacked out” maga trump2020 alllivesmatter hashtags posts related black l…,"maga,trump2020,alllivesmatter",-1
 rt lots good face shots should make easier prosecutions had enough yet maga tcot kag,"maga,tcot,kag",1
 maga policefamily armedforcesday nra secondamendment debutysherrif kag bluelinesstrong…,"maga,policefamily,armedforcesday,nra,secondamendment,debutysherrif,kag,bluelinesstrong",0
 rt he didnt do anything they were peacefully protesting wtf blacklivesmatter trumpdictatorship,"blacklivesmatter,trumpdictatorship",-1
 rt anybody calls trump supporter don't like joebiden stupid deserve attention,"trump,joebiden",1
 rt it’s missioncritical elect 2020 maga empowered congress amp starts gop primaries! we’re july7…,"missioncritical,maga",0
 any americans ignorant enough beleive blacklivesmatter protesters not valid amp righteous grie…,blacklivesmatter,-1
 is orange good color bwahahahaha 🤣🇺🇸♥️ maga,maga,1
 calminkirkland bluelivesmatter maga i✨ girl👧 village🏠 alright 👍 i🧍‍♀️became princess👑 ov…,"calminkirkland,bluelivesmatter,maga",1
 rt if guy scottish would definitely unionist blacklivesmatter trumpdictatorship,"blacklivesmatter,trumpdictatorship",-1
 blacklivesmatter trumpdictatorship trumpisaracist trumpisanazi fucktrump fuckthepolice,"blacklivesmatter,trumpdictatorship,trumpisaracist,trumpisanazi,fucktrump,fuckthepolice",-1
 rt hey let’s spam hashtags lol maga bluelivesmatter womenfortrump trump2020 kag blueline buildthewall armedfo…,"maga,bluelivesmatter,womenfortrump,trump2020,kag,blueline,buildthewall",1
 a trump solo le importa el poder biden biden trump luchadepoder eeuu,"biden,trump,luchadepoder,eeuu",0
 rt would shame folks “blacked out” maga trump2020 alllivesmatter hashtags posts related black l…,"maga,trump2020,alllivesmatter",-1
 maga kag payattention,"maga,kag,payattention",0
 let's see beat greatest anarchist donald j trump maga,maga,1
 maga policefamily armedforcesday nra secondamendment debutysherrif kag bluelinesstrong…,"maga,policefamily,armedforcesday,nra,secondamendment,debutysherrif,kag,bluelinesstrong",0
 rt silentmajority maga wwg1wga,"silentmajority,maga,wwg1wga",0
 rt go fuck huh maga policefamily armedforcesday nra secondamendment debutysherrif kag bluelinesstrong lawenfo…,"maga,policefamily,armedforcesday,nra,secondamendment,debutysherrif,kag,bluelinesstrong",-1
 rt lots good face shots should make easier prosecutions had enough yet maga tcot kag,"maga,tcot,kag",1
 c maga policefamily armedforcesday nra secondamendment debutysherrif kag bluelinesstrong…,"maga,policefamily,armedforcesday,nra,secondamendment,debutysherrif,kag,bluelinesstrong",0
 canada's pm justintrudeau asked comment directly president trump's handling blacklivesmatter prote…,"canada,justintrudeau,trump,blacklivesmatter",-1
 rt anybody calls trump supporter don't like joebiden stupid deserve attention,"trump,joebiden",1
 when law makers law breakers no law✊🏿✊🏾✊🏽✊🏼✊🏻 blacklivesmatter trumpdictatorship trumpout2020,"blacklivesmatter,trumpdictatorship,trumpout2020",-1
 rt tuesday november 3 united states presidential election 2020 🇺🇸 maga,maga,1
 deepstateexposed maga trump2020victorynowmorethanever,"deepstateexposed,maga,trump2020victorynowmorethanever",0
 chimken biden trying make youaintblack comment y’all eating,youaintblack,-1
 everyone else docket today get immediately deported! maga kag msleg msgov mssen…,"maga,kag,msleg,msgov,mssen",0
 maga👍🇺🇸💪🙏👊🔥💯 kag👍🇺🇸🙏💯💪👊🔥 💯💪👊🔥💯💪🇺🇸🙏,"maga,kag",0
 rt pharmacist when we were born we never cared of color or race do not listen to joe biden’s racist speech youaintblack…,youaintblack,-1
 rt waking hard way this beginning! keep voting democrat trump2020 newyork maga blacklivesmatter ble…,"trump2020,newyork,maga,blacklivesmatter",-1
 rt waking hard way this beginning! keep voting democrat trump2020 newyork maga blacklivesmatter ble…,"trump2020,newyork,maga,blacklivesmatter",-1
 rt tell police not trained protect peaceful protests they time maga assholes carry military w…,maga,-1
 maga policefamily armedforcesday nra secondamendment debutysherrif kag bluelinesstrong…,"maga,policefamily,armedforcesday,nra,secondamendment,debutysherrif,kag,bluelinesstrong",0
 rt he didnt do anything they were peacefully protesting wtf blacklivesmatter trumpdictatorship,"blacklivesmatter,trumpdictatorship",-1
 rt he didnt do anything they were peacefully protesting wtf blacklivesmatter trumpdictatorship,"blacklivesmatter,trumpdictatorship",-1
 rt the maga patriot express 🚂@askmorenorman 1️⃣6️⃣8️⃣,maga,0
 rt lots good face shots should make easier prosecutions had enough yet maga tcot kag,"maga,tcot,kag",1
 and don’t forget youaintblack vote trump2020 🇺🇸,"youaintblack,trump2020",-1
 rt silentmajority maga wwg1wga,"silentmajority,maga,wwg1wga",0
 rt asmussen bad reporter loves the blacks' donaldtrump maga praisecircle georgefloyd …,"donaldtrump,maga,praisecircle,georgefloyd",1
 maga policefamily armedforcesday nra secondamendment debutysherrif kag…,"maga,policefamily,armedforcesday,nra,secondamendment,debutysherrif,kag",0
 rt trump2020 maga,"trump2020,maga",0
 maga policefamily armedforcesday nra secondamendment debutysherrif kag bluelinesstrong…,"maga,policefamily,armedforcesday,nra,secondamendment,debutysherrif,kag,bluelinesstrong",0
 rt this child someone's little girl 😭 blacklivesmatter trumpdictatorship racialequality,"blacklivesmatter,trumpdictatorship,racialequality",-1
 rt this child someone's little girl 😭 blacklivesmatter trumpdictatorship racialequality,"blacklivesmatter,trumpdictatorship,racialequality",-1
 buddhism christianity jewish islam mormons trump joebiden americanindian nativeamerican nativetwitter…,"buddhism,christianity,jewish,islam,mormons,trump,joebiden,americanindian,nativeamerican,nativetwitter",0
 rt instead tagging blm blackout posts hashtag maga and silence their voices instead,maga,0
 rt silentmajority maga wwg1wga,"silentmajority,maga,wwg1wga",0
 black blacklifematters blacklivesmatter anonymousvsconvoy blackoutday whyididntreport blackoutday2020 muted…,"blacklifematters,blacklivesmatter,anonymousvsconvoy,blackoutday,whyididntreport,blackoutday2020,muted",-1
 i part silentmajority wwg1wga maga,"silentmajority,wwg1wga,maga",0
 anonymousvsconvoy blacklivesmatter black lives matter blmprotest trumpdictatorship policebrutality covid19…,"anonymousvsconvoy,blacklivesmatter,black_lives_matter,blmprotest,trumpdictatorship,policebrutality,covid19",-1
 maga policefamily armedforcesday nra secondamendment debutysherrif kag bluelinesstrong…,"maga,policefamily,armedforcesday,nra,secondamendment,debutysherrif,kag,bluelinesstrong",0
 still remember youaintblack,youaintblack,-1
 rt silentmajority maga wwg1wga,"silentmajority,maga,wwg1wga",0
 canada real leader don't even reasonable hand drawn facsimile one maga…,maga,-1
 rt would shame folks “blacked out” maga trump2020 alllivesmatter hashtags posts related black l…,"maga,trump2020,alllivesmatter",-1
 blacklivesmatter blackoutday bunkerboy trumpdictatorship,"blacklivesmatter,blackoutday,bunkerboy,trumpdictatorship",-1
 rt the moment happened seattleprotest anonymous anonymus blacklivesmatter antifaterrorist donaldtrump geor…,"seattleprotest,anonymous,anonymus,blacklivesmatter,antifaterrorist,donaldtrump",-1
 maga bluelivesmatter alllivesmatter trump2020 trump2020nowmorethanever y’all sick,"maga,bluelivesmatter,alllivesmatter,trump2020,trump2020nowmorethanever",-1
 let’s start spreading propaganda like maga trump2020landslide i got way more coming your way newprofilepic,"maga,trump2020landslide,newprofilepic",1
 biden bad man biden un hombre malo bidenunhombremalo wwgiwga wwg1wgaworldwide trump trump2020 maga…,"bidenunhombremalo,wwgiwga,wwg1wgaworldwide,trump,trump2020,maga",-1
 maga policefamily armedforcesday nra secondamendment debutysherrif kag bluelinesstrong…,"maga,policefamily,armedforcesday,nra,secondamendment,debutysherrif,kag,bluelinesstrong",0
 rt he didnt do anything they were peacefully protesting wtf blacklivesmatter trumpdictatorship,"blacklivesmatter,trumpdictatorship",-1
 got antifah terrorist gear hope i don't get rubber bullet back face blacklivesmatter…,blacklivesmatter,-1
 rt 14 million documents 38 sources q qanon wwg1wga mega maga qnn qarmy 8kun qrese…,"q,qanon,wwg1wga,mega,maga,qnn,qarmy,8kun",0
 maga bluelivesmatter womenfortrump trump2020 kag blueline buildthewall armedforces thinblueline…,"maga,bluelivesmatter,womenfortrump,trump2020,kag,blueline,buildthewall,armedforces,thinblueline",0
 rt use hashtags like maga and alllivesmatters instead block out their channels instead of our own,"maga,alllivesmatters",-1
 rt he didnt do anything they were peacefully protesting wtf blacklivesmatter trumpdictatorship,"blacklivesmatter,trumpdictatorship",-1
 rt tell police not trained protect peaceful protests they time maga assholes carry military w…,maga,-1
 rt le conseil de trump aux polices blacklivesmatter justiceforfloyd,"trump,blacklivesmatter,justiceforfloyd",-1
 maga policefamily armedforcesday nra secondamendment debutysherrif kag bluelinesstrong…,"maga,policefamily,armedforcesday,nra,secondamendment,debutysherrif,kag,bluelinesstrong",0
 going rabbit hole maga patriots trusttheplan wwg1wga,"maga,patriots,trusttheplan,wwg1wga",0
 djt afraid losing sleepy joe blacklivesmatter maga,"blacklivesmatter,maga",-1
 djt afraid losing sleepy joe blacklivesmatter maga,"blacklivesmatter,maga",-1
 rt joe biden lying condescending racist youaintblack,youaintblack,-1
